Merchant Name,Category Name,c. Total Coupons
Resume.io,Consumer Services,1
Lumibricks,Building Toys,1
moodytiger,Baby & Kids,1
Summer Summit LLC,Health & Beauty,1
Stan's Accessories INC,Video Game Consoles & Games,1
Star Stable,Video Games,1
UCAN,Vitamins & Supplements,1
Aesop,Beauty & Cosmetics,1
GLDN,Jewelry,1
annie selke,Home Decor,1
Fowling,Outdoor Recreation,1
Tera,Electronics Accessories,1
Godox Store,Camera & Optics,1
Skintensive,Beauty & Cosmetics,1
Sense-U Baby,Babies & Kids,1
Lumiara,Personal Care,1
Cancun Adventures,Tours,1
Adventures Vallarta,Tours,1
ARCCAPTAIN,Hardware,1
Live Forever Golf,Clothing & Apparel,1
YUCKY PUPPY,Dog Supplies,1
LITO: Luxury in the Outdoors,Outdoor Living,1
OAKA,Shoes,1
iota,Health & Beauty,1
Skytech Gaming,Video Game Consoles & Games,1
Pistil Designs,Accessories,1
PrintSafari.com,"Print, Copy, Scan & Fax",1
my Gemma,Accessories,1
SmarTrike,"Car Seats, Carriers & Strollers",1
Aged & Charred,Liquor & Spirits,1
Peacock TV,Movies,1
Fenrir Motorcycle,Motor Vehicle Parts,1
Lovability,Erotic,1
antonline,Computer Components,1
Joyfy,Holidays & Occasions,1
Atomic Defense,Clothing & Apparel,1
JS Dental Lab,Health Care,1
Dreo,Appliances,1
JS Hotels,Hotel,1
Ballsy,Personal Care,1
Turbo Tenant,Software,1
US Service Animals,Animals & Pet Supplies,1
Lead Academy,Education,1
Culturelle Probiotics,Vitamins & Supplements,1
YB Toner,Ink,1
Nature's Craft,Vitamins & Supplements,1
The Landmark Project,Clothing & Apparel,1
Zeagoo,Clothing & Apparel,1
Elements of Health Care,Vitamins & Supplements,1
Deeper Network Corp.,Networking Products,1
Dazzlingrock,Jewelry,1
ARTISANCUTLERY INC,Hunting & Shooting,1
SWEAT,Exercise & Fitness,1
Ellen Tracy,Clothing & Apparel,1
SmartWings,Home Decor,1
Spatarella Shop,Shoes,1
Hero Bread,Food & Beverage,1
Sophie Lou Jacobsen,Home Decor,1
American Standard,Household,1
VERTU PHONE,Accessories,1
PuppySpot LLC,Animals & Pet Supplies,1
Bahimi,Swimwear,1
AirHelp,Air,1
Senior.com,Health Care,1
Bibsy,Baby & Kids,1
Red Pocket Mobile,Telephony,1
Stix Golf,Golf,1
HOTO Tools,Tools,1
Huddleson,Household,1
Western Rise,Clothing & Apparel,1
Resona Health,Health Care,1
Orange Sleep,Bed & Bath,1
Signature Menswear,Men,1
Franzese Wine LLC.,Wine,1
Western Chief,Clothing & Apparel,1
STRIPS,Household,1
5th Wheel,Motor Vehicle Electronics,1
enginediyshop,Motor Vehicle Parts,1
Drunk Elephant,Health & Beauty,1
Sneakin,Shoes,1
Auto Allies,Auto (or Vehicle),1
CaptainMail,Education,1
Egghead Nutrition,Vitamins & Nutrition,1
The Ware Company,Beauty & Cosmetics,1
Carer,Health Care,1
BoomBike,Cycling,1
Reverb,Musical Instruments & Accessories,1
Clio Coffee,Smart Home Devices,1
Brisk Shirts,Clothing & Apparel,1
Horow Bath,Household,1
CyberSuite,Software,1
Xplora,Smart Watches,1
Scentcraft,Fragrance & Cologne,1
La Maison Boutique,Health & Beauty,1
Je Sens Le Bonheur,Beauty & Cosmetics,1
Persn,Jewelry,1
Skincode,Health & Beauty,1
One Stop Parking,Travel,1
ACEMAGIC,Computers & Accessories,1
STIGA Sports,Sporting Goods,1
Netart.com,Web Hosting & Domains,1
Mowbi,Arts & Crafts,1
KEEP Labs Inc.,Storage and Organization,1
Chopper Mill,Clothing & Apparel,1
Rebalance Health,Vitamins & Nutrition,1
DAMIENSABER,Collectibles,1
LOOV Organic,Vitamins & Nutrition,1
Hedgehog Dryer Inc,Household,1
Perfect Plants Nursery,Yard & Garden,1
Upwork,Consumer Services,1
Mac's Tie-Downs,Vehicle Safety & Security,1
NoDaysWasted,Vitamins & Supplements,1
Mobility Mart,Health Care,1
Sensibo,Smart Home Devices,1
BistroMD,Box Subscriptions,1
Mizzen + Main,Men,1
CON-CRET,Vitamins & Nutrition,1
Lladro,Home Decor,1
Shopflys,Outdoor Recreation,1
Maxfoot Electric Bike,Cycling,1
Luggage Online,Luggage & Bags,1
Peloton Apparel,Clothing & Apparel,1
CADDIS Eye Appliances,Contacts & Glasses,1
Boston Proper,Clothing & Apparel,1
BODi,Exercise & Fitness,1
EFE GLASSES,Contacts & Glasses,1
ACLS Certification Institute,Health Care,1
Boka,Personal Care,1
Cocunat,Health & Beauty,1
Teachersgram,Clothing & Apparel,1
ChefPaw,Animals & Pet Supplies,1
Heavy Duty Ramps,B2B,1
BLACK+DECKER,Appliances,1
SONIA HOU Jewelry,Jewelry,1
Ohora,Health & Beauty,1
Native To Wear,Clothing & Apparel,1
DIME Beauty,Health & Beauty,1
THEBS,Clothing & Apparel,1
INIKA Organic,Health & Beauty,1
Nothing Tech,Consumer Electronics,1
Kratom Kava Bar,Tobacco,1
CaddyTalk USA,Golf,1
Pressed Juicery,Beverages,1
Caribbean Joe,Clothing & Apparel,1
Newell Brands Baby Jogger,Baby Safety,1
CaskCartel.com,Alcohol / Beer,1
SwifDoo,Software,1
Omnisend,Advertising & Marketing,1
Flsun,3D Printers,1
Happy Viking,Vitamins & Nutrition,1
Total Man,Erotic,1
Totwoo,Jewelry,1
ScholarTrip,Air,1
Delta Beverages,CBD,1
Health Extension,Animals & Pet Supplies,1
Italo Jewelry,Jewelry,1
Franzis,Media,1
Evvy,Health Care,1
Amika,Health & Beauty,1
Encalife,Gifts,1
Vera Bradley,Handbags & Wallets,1
GROHE,Home Decor,1
Jupiter Wellness,CBD,1
Xfinity,Internet Services,1
We-Ar4,Clothing & Apparel,1
"Figue Acquisition, LLC",Accessories,1
Western Aloha,Clothing & Apparel,1
Budget Truck Rental,Car Rental,1
Private Internet Access VPN,Computers & Accessories,1
Ulike,Health & Beauty,1
BIQU Technology,3D Printers,1
The Period Company,Health & Beauty,1
Love to Dream,Babies & Kids,1
La Maison Valmont,Health & Beauty,1
Streaker Sports,Clothing & Apparel,1
Obagi,Beauty & Cosmetics,1
Verve Culture,Kitchen & Dining,1
TJ Maxx,Clothing & Apparel,1
Western Union,Financial,1
Tunnel Bear,Software,1
Raisin,Financial,1
Who Gives  A Crap,Supplies,1
UPERFECT,Monitors,1
paw.com,Animals & Pet Supplies,1
Oasis Hotels,Hotel,1
Clip Strip,Advertising & Marketing,1
Calf,Camera & Optics,1
Wildgrain,Food & Beverage,1
WerkShoppe,Gifts,1
One Stop Wine Shop,Wine,1
Australia Luxe Co,Shoes,1
Hunter Fan,Household,1
Wanan Luxury,Clothing & Apparel,1
Viski,Kitchen & Dining,1
Passerine,Rugs & Flooring,1
Unilove,"Car Seats, Carriers & Strollers",1
QUTOYS,Sex Toys,1
Halo Sleep,Bed & Bath,1
WonderFold Wagon,"Car Seats, Carriers & Strollers",1
Apeman,Camera & Optics,1
OneOdio,Consumer Electronics,1
Cancun Bay,Hotel,1
Mira Fertility,Personal Care,1
Goddiva,Clothing & Apparel,1
Myster,e-Cigarettes & Vaporizers,1
Grateful Earth,Beverages,1
XTAR Technology Inc.,Consumer Electronics,1
Urban Skin Rx,Beauty & Cosmetics,1
Shaker & Spoon,Liquor & Spirits,1
Displays2go,Signage,1
Muc-Off,"Vehicle Maintenance, Care & Decor",1
Nutrishop,Vitamins & Supplements,1
Cheap Caribbean Vacations,Travel,1
XP-PEN,Computers & Accessories,1
Audien Hearing,Health Care,1
Riverside Designs,Home Decor,1
Coppertist.Wu,Clothing & Apparel,1
My Magic Carpet,Rugs & Flooring,1
Eighth Day,Beauty & Cosmetics,1
HULKMAN,"Vehicle Maintenance, Care & Decor",1
Little Sleepies,Clothing & Apparel,1
Goodlife Clothing,Men,1
Gage Beasley,Toys,1
Metalshop Europe,Clothing & Apparel,1
Sunday,Lawn & Garden,1
Freedom,Software,1
Hemplucid,CBD,1
Airalo,Telephony,1
Macorner,Gifts,1
Joie,Women,1
Gruv,Media,1
TePe,Personal Care,1
Maxtrix Kids,Bed & Bath,1
TRUWILD,Vitamins & Nutrition,1
Verb Products,Personal Care,1
FastGrowingTrees.com,Yard & Garden,1
Action Tour Guide,Tours,1
Coway,Appliances,1
Rinseroo,Bed & Bath,1
Rusted Orange Craftworks Co.,Home Decor,1
Dazuma,Lighting,1
The Skin Deep,Card Games,1
Nu Best,Vitamins & Supplements,1
Phoenix Star Glass,e-Cigarettes & Vaporizers,1
Miranda Frye,Jewelry,1
Priori Adaptive Skincare,Health & Beauty,1
GET SMARTER,Online Courses,1
JobTestPrep,Online Courses,1
Mecool,Consumer Electronics,1
Lamson Products,Kitchen & Dining,1
Husband Pillow,Household,1
Chemist Confessions,Health & Beauty,1
Curology,Personal Care,1
HISEA,Shoes,1
Clear Probiotics,Health & Beauty,1
Muscle MX,CBD,1
Fioboc,Accessories,1
Watier,Beauty & Cosmetics,1
Marcelle,Health & Beauty,1
Big Island Coffee Roasters,Beverages,1
Monument Grills,Household,1
Ka'Chava,Vitamins & Nutrition,1
Anthemion Flowers,Flowers,1
Winkcosplay,Costumes,1
JB Tools,Tools,1
Bentgo,Kitchen & Dining,1
Arizer,e-Cigarettes & Vaporizers,1
NH Hotel Group,Hotel,1
CigBest Shop,e-Cigarettes & Vaporizers,1
Project Casting,B2B,1
Linen House,Household,1
Vooray,Handbags & Wallets,1
Purr and Mutt,Photo & Canvas Services,1
Collections Etc.,Household,1
Quordle Puzzles,Puzzles,1
PowerA,Video Game Consoles & Games,1
LucidSound,Audio,1
Laifen,Personal Care,1
Canna Box,CBD,1
Rave Fix,Clothing & Apparel,1
Resorts World,Hotel,1
MDSolarSciences,Beauty & Cosmetics,1
MONTKUSH,CBD,1
Oslo Skin Lab,Health & Beauty,1
SPIbelt,Exercise & Fitness,1
Chic Home,Bed & Bath,1
Beer Drop,Alcohol / Beer,1
Eyebobs,Contacts & Glasses,1
PrettyGarden,Clothing & Apparel,1
IBKUL,Accessories,1
Samplize,Home Decor,1
BuyBestGear,Outdoor Recreation,1
Max and Lily,Furniture,1
JINS,Sunglasses,1
SOJOS,Contacts & Glasses,1
Indie Lee,Health & Beauty,1
Headshop,e-Cigarettes & Vaporizers,1
Shinesty,Clothing & Apparel,1
GoalieMonkey,Sporting Goods,1
Dae Hair,Fragrance & Cologne,1
Fat Boy Surf Club,Clothing & Apparel,1
Lilac St,Beauty & Cosmetics,1
Slumber,Vitamins & Supplements,1
Bogs Footwear,Shoes,1
Pillowpops,Bed & Bath,1
Canvas Cultures,Home Decor,1
Hello Divorce,Legal,1
Safi Hotel,Hotel,1
Headspace,Health & Beauty,1
Glacierfresh,Kitchen & Dining,1
Oclean,Health & Beauty,1
CAROTE,Kitchen & Dining,1
Triple Eight,Outdoor Recreation,1
CamWell,Health & Beauty,1
Doogee,Consumer Electronics,1
Vieve's Leaves,Beauty & Cosmetics,1
Consigned Sealed Delivered,Women,1
Happy and Polly,Animals & Pet Supplies,1
Pure Enrichment,Personal Care,1
Territorial Seed Company,Lawn & Garden,1
"KnownHost, LLC",Web Hosting & Domains,1
